,auctionName,auctionId,auctionDate
4587,"Fine Furniture, Tapestries, Ceramics, Clocks, Silver &amp; Carpets",fine-furniture-tapestries-ceramics-clocks-silver-carpets-l09765,18 NOV 2009
4588,"A Piedmontese Villa, the contents of Vigna Corte di Bonvicino, Moncalieri (Turin)",a-piedmontese-villa-the-contents-of-vigna-corte-di-bonvicino-moncalieri-turin-l09779,17 NOV 2009
4589,Important European Silver,important-european-silver-pf9013,09 NOV 2009
4590,Carlton Towers,carlton-towers-l09795,04 NOV 2009
4591,Fine 20th Century Design,fine-20th-century-design-l09825,27 OCT 2009
4592,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
4593,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08579,21 OCT 2009
4594,Important English &amp; Continental Silver &amp; Objects of Vertu,important-english-continental-silver-objects-of-vertu-n08582,20 OCT 2009
4595,Powderham Castle &amp; Seaton Delaval Hall,powderham-castle-seaton-delaval-hall-l09792,29 SEP 2009
4596,"Photographs, Furniture, and Works of Art from a Parisian Flat, Avenue Montaigne ",photographs-furniture-and-works-of-art-from-a-parisian-flat-avenue-montaigne-pf9093,23 SEP 2009
4597,Fine English and Continental Furniture,fine-english-and-continental-furniture-l09764,15 SEP 2009
4598,The Barbara Piasecka Johnson Collection: Day Sale,the-barbara-piasecka-johnson-collection-day-sale-l09639,09 JUL 2009
4599,The Barbara Piasecka Johnson Collection: Renaissance &amp; Baroque Masterworks.,the-barbara-piasecka-johnson-collection-renaissance-baroque-masterworks-l09638,08 JUL 2009
4600,"Important Furniture, Silver, Ceramics and Clocks ",important-furniture-silver-ceramics-and-clocks-l09766,07 JUL 2009
4601,"Dal Piano Nobile di Palazzo Contarini di Corfù Scamozzi, Venezia. Importanti Dipinti Antichi, Arredi e Oggetti d&amp;#39;Arte",dal-piano-nobile-di-palazzo-contarini-di-corf-scamozzi-venezia-importanti-dipinti-antichi-arredi-e-oggetti-d39arte-mi0306,23 JUN 2009
4602,Furniture and Decorative Arts,furniture-and-decorative-arts-am1075,16 JUN 2009
4603,"Fine English &amp; Continental Furniture, Including Silver, Ceramics &amp; Clocks",fine-english-continental-furniture-including-silver-ceramics-clocks-l09763,28 MAY 2009
4604,Genoese Silver and Furniture From a Private Swiss Collection,genoese-silver-and-furniture-from-a-private-swiss-collection-l09769,27 MAY 2009
4605,"Important European Silver, Gold Boxes and Objects of Vertu",important-european-silver-gold-boxes-and-objects-of-vertu-pf9004,29 APR 2009
4606,Fine 20th Century Design,fine-20th-century-design-l09824,28 APR 2009
4607,"19th Century Furniture, Sculpture, Ceramics, Silver &amp; Works of Art",19th-century-furniture-sculpture-ceramics-silver-works-of-art-n08537,20 APR 2009
4608,A Celebration of the English Country House,a-celebration-of-the-english-country-house-n08534,09 APR 2009
4609,"Furniture, Clocks &amp; Decorative Arts",furniture-clocks-decorative-arts-am1072,07 APR 2009
4610,Fine European Furniture,fine-european-furniture-n08531,03 APR 2009
4611,20th Century Design,20th-century-design-n08530,27 MAR 2009
4612,"PAINTINGS, FURNITURE AND WORKS OF ART FROM THE COLLECTION OF GIANNI VERSACE VILLA FONTANELLE, MOLTRASIO ",paintings-furniture-and-works-of-art-from-the-collection-of-gianni-versace-villa-fontanelle-moltrasio-l09761,18 MAR 2009
4613,Important Americana,important-americana-n08512, 23 JAN 2009—24 JAN 2009
4614,Important Judaica,important-judaica-n08504,17 DEC 2008
4615,"6 rue Royale, Paris 18th Century Furniture and Works of Art ",6-rue-royale-paris-18th-century-furniture-and-works-of-art-pf8032,17 DEC 2008
4616,Property from Royal and Noble Families,property-from-royal-and-noble-families-am1060,17 DEC 2008
4617,"Important Furniture, Ceramics and Works of Art",important-furniture-ceramics-and-works-of-art-mi0286,11 DEC 2008
4618,The Studiolo: Old Master Paintings and Works of Art from the London Residence of Luigi Koelliker,the-studiolo-old-master-paintings-and-works-of-art-from-the-london-residence-of-luigi-koelliker-l08315,03 DEC 2008
4619,"Important English Furniture and Silver Together with property from The Estate of the Late Lady Samuel of Wych Cross and A Discerning Eye, Property from a Knightsbridge Apartment",important-english-furniture-and-silver-together-with-property-from-the-estate-of-the-late-lady-samuel-of-wych-cross-and-a-discerning-eye-property-from-a-knightsbridge-apartment-l08303,18 NOV 2008
4620,Old Master Paintings,old-master-paintings-mi0296,17 NOV 2008
4621,Important French Furniture,important-french-furniture-n08487,06 NOV 2008
4622,Fine 20th Century Design,fine-20th-century-design-l08673,06 NOV 2008
4623,"European silver, gold boxes and objects of Vertu",european-silver-gold-boxes-and-objects-of-vertu-pf8013,30 OCT 2008
4624,"Furniture, Clocks, Silver, Ceramics and Decorative Arts",furniture-clocks-silver-ceramics-and-decorative-arts-am1059,29 OCT 2008
4625,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08480,22 OCT 2008
4626,Silver,silver-n08478,17 OCT 2008
4627,The L&amp;#233on L&amp;#233vy Collection: Important French Furniture and Works of Art,the-l233on-l233vy-collection-important-french-furniture-and-works-of-art-pf8026,02 OCT 2008
4628,"Fine Furniture &amp; Decorative Arts, including Important 19th Century Furniture",fine-furniture-decorative-arts-including-important-19th-century-furniture-l08302,01 OCT 2008
4629,European Collections,european-collections-am1062,30 SEP 2008
4630,A Distinguished Private Collection from Corsica,a-distinguished-private-collection-from-corsica-am1063,29 SEP 2008
4631,Important Americana,important-americana-n08448,26 SEP 2008
4632,"The Dimitri Mavrommatis Collection: Important French Furniture and S&amp;#232;vres Porcelain from the Chester Square Residence, London",the-dimitri-mavrommatis-collection-important-french-furniture-and-s232vres-porcelain-from-the-chester-square-residence-london-l08314,08 JUL 2008
4633,"Private Collection: Furniture, Paintings and Works of Art",private-collection-furniture-paintings-and-works-of-art-pf8028,18 JUN 2008
4634,Important English Furniture and Silver,important-english-furniture-and-silver-l08301,04 JUN 2008
4635,"Fine Furniture, Clocks &amp; Works of Art",fine-furniture-clocks-works-of-art-am1050,20 MAY 2008
4636,A Celebration of the English Country House,a-celebration-of-the-english-country-house-n08435,26 APR 2008
4637,The Collection of Khalil Rizk,the-collection-of-khalil-rizk-n08411,25 APR 2008
4638,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08427, 14 APR 2008—15 APR 2008
4639,"Important European Silver, Gold Boxes and Vertu",important-european-silver-gold-boxes-and-vertu-pf8003,10 APR 2008
4640,"Fine French &amp; Continental Furniture including European Works of Art and Tapestries, Ceramics and Carpets",fine-french-continental-furniture-including-european-works-of-art-and-tapestries-ceramics-and-carpets-n08426,09 APR 2008
4641,"Contemporary Art 1953-2003, A Private Collection",contemporary-art-1953-2003-a-private-collection-mi0298,08 APR 2008
4642,Pruskin: Decorative Art 1880-1960,pruskin-decorative-art-1880-1960-l08670,02 APR 2008
4643,20th Century Design,20th-century-design-n08422,28 MAR 2008
4644,Important Americana,important-americana-n08400, 18 JAN 2008—19 JAN 2008
4645,Judaica,judaica-n08392,19 DEC 2007
4646,"Important Silver, Gold Boxes &amp; Objects of Vertu",important-silver-gold-boxes-objects-of-vertu-l07661,18 DEC 2007
4647,"Russian Art, Works of Art and Faberge",russian-art-works-of-art-and-faberge-l07116,27 NOV 2007
4648,Russian Art and Paintings ,russian-art-and-paintings-l07115,27 NOV 2007
4649,Russian Art Evening,russian-art-evening-l07114,26 NOV 2007
4650,Property from Aristocratic Families including Coaches from a Royal Stable,property-from-aristocratic-families-including-coaches-from-a-royal-stable-am1031, 29 OCT 2007—30 OCT 2007
4651,European Silver,european-silver-pf7012,17 OCT 2007
4652,"Important Silver, Silver-Gilt, and Russian Works of Art from the Estate of Charles and Yvette Bluhdorn",important-silver-silver-gilt-and-russian-works-of-art-from-the-estate-of-charles-and-yvette-bluhdorn-n08395,13 OCT 2007
4653,"Important English Furniture, Decorations &amp; Ceramics ",important-english-furniture-decorations-ceramics-n08352,12 OCT 2007
4654,Important Americana,important-americana-n08323,04 OCT 2007
4655,"European Collections: Paintings, Ceramics, Glass, Furniture and other Works of Art",european-collections-paintings-ceramics-glass-furniture-and-other-works-of-art-am1028, 17 SEP 2007—18 SEP 2007
4656,"Fine Furniture and Clocks, Including Property from Two Noble English Collections",fine-furniture-and-clocks-including-property-from-two-noble-english-collections-l07807,10 SEP 2007
4657,"The Summer Sale: Silver, Ceramics &amp; Vertu",the-summer-sale-silver-ceramics-vertu-w07805,18 JUL 2007
4658,"Furniture, Ceramics, Silver and Works of Art",furniture-ceramics-silver-and-works-of-art-mi0279, 10 JUL 2007—11 JUL 2007
4659,"Fine Silver, Watches and Jewellery",fine-silver-watches-and-jewellery-am1033,27 JUN 2007
4660,"Russian Pictures, Works of Art and Icons",russian-pictures-works-of-art-and-icons-w07730,14 JUN 2007
4661,Russian Sale - Works of Art &amp; Faberge,russian-sale-works-of-art-faberge-l07113,12 JUN 2007
4662,Russian Sale - Paintings,russian-sale-paintings-l07112,12 JUN 2007
4663,"Important Silver, Gold Boxes &amp; Objects of Vertu",important-silver-gold-boxes-objects-of-vertu-l07660,07 JUN 2007
4664,20th Century Design,20th-century-design-w07671,31 MAY 2007
4665,The Collection of Mr. and Mrs. Stephen C. Hilbert: Important French and English Furniture ,the-collection-of-mr-and-mrs-stephen-c-hilbert-important-french-and-english-furniture-n08383,24 MAY 2007
4666,Fine 20th Century Design &amp; An Important Private Collection of Art Deco Figures ,fine-20th-century-design-an-important-private-collection-of-art-deco-figures-l07670,02 MAY 2007
4667,"European Ceramics, Glass, Silver and Vertu",european-ceramics-glass-silver-and-vertu-w07650,19 APR 2007
4668,An Important Private Collection from Hanover,an-important-private-collection-from-hanover-am1020, 27 MAR 2007—29 MAR 2007
4669,"The Estate of Christian, Lady Hesketh:Sold by order of her Executors, together with property of the Trustees of the 2nd Baron Hesketh&amp;#39;s Will Trust",the-estate-of-christian-lady-heskethsold-by-order-of-her-executors-together-with-property-of-the-trustees-of-the-2nd-baron-heskeths-will-trust-l07500,07 MAR 2007
4670,The Frits Philips Collection,the-frits-philips-collection-am1025, 04 DEC 2006—05 DEC 2006
4671,Property from the Collection of Josephine &amp; Walter Buhl Ford II ,property-from-the-collection-of-josephine-walter-buhl-ford-ii-n08267,06 OCT 2006
4672,"European private collection, Important French Furniture and Tournai Porcelain",european-private-collection-important-french-furniture-and-tournai-porcelain-pf6022,14 JUN 2006
4673,"A Celebration of the English Country House: Furniture, Silver, Ceramics",a-celebration-of-the-english-country-house-furniture-silver-ceramics-n08177, 05 APR 2006—06 APR 2006
4674,Property from the Collections of Lily &amp; Edmond J. Safra,property-from-the-collections-of-lily-edmond-j-safra-n08124, 03 NOV 2005—04 NOV 2005
4675,"The Barbara Piasecka Johnson Collection of Furniture, Sculptures and Works of Art, Silver, Ceramics and Old Master Drawings from her home in Monaco",the-barbara-piasecka-johnson-collection-of-furniture-sculptures-and-works-of-art-silver-ceramics-and-old-master-drawings-from-her-home-in-monaco-pf3023,15 OCT 2003
4676,The Irish Sale,the-irish-sale-l01947,18 MAY 2001
4680,The Irish Sale,the-irish-sale-l00704,18 MAY 2000
4681,The Valmadonna Trust Library: Part I Magnificent Manuscripts and the Bomberg Talmud,valmadonna-trust-library-part-i-n09443,22 DEC 2015
4682,Return of the NIGO,return-of-the-nigo-n09402,11 DEC 2015
4683,Agents of Style: Gentlemen's Accessories,agents-of-style-n09389,30 NOV 2015
4684,The Creative Genius of Sam Simon: A Lifetime of Memorabilia,creative-genius-of-sam-simon-n09364,22 OCT 2015
4685,Sotheby’s | Stack’s Bowers Galleries&lt;br&gt;The D. Brent Pogue Collection:&lt;br&gt;Masterpieces of United States Coinage Part II,stacks-bowers-pogue-ii-n09384,30 SEP 2015
4686,Sotheby's | Stack's Bowers Galleries: The Rarities Auction,stacks-bowers-the-rarities-auction-n09357,20 MAY 2015
4687,Sotheby's | Stack's Bowers Galleries&lt;br&gt;The D. Brent Pogue Collection&lt;br&gt;Masterpieces of United States Coinage: Part I,stacks-bowers-pogue-n09356,19 MAY 2015
4688,Important Judaica,important-judaica-n09239,04 DEC 2014
4689,The British Guiana,magenta-n09154,17 JUN 2014
4690,The Al Cali Collection of Fine American Percussion Revolvers and Civil War Carbines ,al-cali-collection-n09150,22 MAY 2014
4691,Important Americana,americana-vo-n09100, 24 JAN 2014—25 JAN 2014
4692,Important Judaica,judaica-n09060,17 DEC 2013
4693,The Bay Psalm Book Sale,the-bay-psalm-book-sale-n09039,26 NOV 2013
4694,Art of the Automobile,automobiles-rm-auctions-in-association-with-sothebys-n09045,21 NOV 2013
4695,A Treasured Legacy: The Michael and Judy Steinhardt Judaica Collection,a-treasured-legacy-steinhardt-n08961,29 APR 2013
4696,Important Judaica,judaica-n08922,19 DEC 2012
4697,The Casablanca Piano from La Belle Aurore,casablanca-sale-n08877,14 DEC 2012
4698,The White House Years of Robert S. McNamara,estate-of-robert-mcnamara-n08913,23 OCT 2012
4699,Important Judaica,important-judaica-n08814,14 DEC 2011
4700,Vostok Space Capsule,vostok-earth39s-first-spaceship-n08781,12 APR 2011
4701,The Malcolm Forbes Toy Collection,the-malcolm-forbes-toy-collection-n08706,17 DEC 2010
4702,Important Judaica,important-judaica-n08691,15 DEC 2010
4703,James Naismith&amp;#39;s Founding Rules of Basketball,james-naismith39s-founding-rules-of-basketball-n08735,10 DEC 2010
4704,The Kennedy-Lincoln Emancipation Proclamation,the-kennedy-lincoln-emancipation-proclamation-n08734,10 DEC 2010
4705,Custer&amp;#39;s Last Flag: The Culbertson Guidon from The Battle of The Little Bighorn,custer39s-last-flag-the-culbertson-guidon-from-the-battle-of-the-little-bighorn-n08705,10 DEC 2010
4706,Natural History,natural-history-pf1090,05 OCT 2010
4707,"Four Battleflags of the Revolution: Captured by Lt.-Col. Banastre Tarleton in 1779 and 1780, The Property of Capt. Christopher Tarleton Fagan",four-battleflags-of-the-revolution-captured-by-lt-col-banastre-tarleton-in-1779-and-1780-the-property-of-capt-christopher-tarleton-fagan-n08228,14 JUN 2006
4708,Irish Art,irish-art-l16134,13 SEP 2016
4709,"Victorian, Pre-Raphaelite &amp; British Impressionist Art",victorian-pre-raphaelite-british-impressionist-l16132,14 JUL 2016
4710,Collections &amp; Collectors,collections-l16304,28 APR 2016
4711,The Orientalist Sale,orientalist-sale-l16100,19 APR 2016
4712,"Deborah, Duchess of Devonshire: The Last of the Mitford Sisters",deborah-duchess-devonshire-l16318,02 MAR 2016
4713,"Victorian, Pre-Raphaelite &amp; British Impressionist Art",victorian-pre-raphaelite-british-impressionist-art-l15133,17 DEC 2015
4714,The Winter Collection,winter-collection-l15234,10 DEC 2015
4715,BERNHEIMER Day Sale,bernheimer-day-sale-l15043,25 NOV 2015
4716,Scottish Art,scottish-art-l15135,18 NOV 2015
4717,Irish Art,irish-art-l15134,21 OCT 2015
4718,"Victorian, Pre-Raphaelite &amp; British Impressionist Art",victorian-pre-raphaelite-british-impressionist-art-l15132,15 JUL 2015
4719,"The Duchess Property &amp; Precious Objects from the Estate of Mary, Duchess of Roxburghe",duchess-roxburghe-l15317, 27 MAY 2015—28 MAY 2015
4720,19th and 20th Century Sculpture,19th-20th-century-sculpture-l15230,20 MAY 2015
4721,Collections,collections-l15304,30 APR 2015
4722,The Orientalist Sale,orientalist-sale-l15100,21 APR 2015
4723,Daughter of History: Mary Soames and the Legacy of Churchill,daughter-history-mary-soames-legacy-churchill-l14316,17 DEC 2014
4724,British &amp; Irish Art,british-irish-art-l14133,10 DEC 2014
4725,British &amp; Irish Art,british-irish-art-l14132,22 MAY 2014
4726,A Green and Pleasant Land: Two Centuries of British Landscape Painting,green-pleasant-land-british-landscape-painting-l14134,22 MAY 2014
4727,Collections,collections-l14304,29 APR 2014
4728,The Orientalist Sale,orientalist-sale-l14100,08 APR 2014
4729,1000 Ways of Seeing: The Private Collection of the late Stanley J. Seeger,1000-ways-seeing-l14313, 05 MAR 2014—06 MAR 2014
4730,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l14004,06 FEB 2014
4731,Old Master &amp; British Paintings Evening Sale,old-master-british-paintings-evening-l13036,04 DEC 2013
4732,British &amp; Irish Art,british-irish-art-l13133,19 NOV 2013
4733,Defining Taste&lt;br&gt;Works selected by Danny Katz,daniel-katz-sale-l13232,12 NOV 2013
4734,'Galleria Portatile' – The Ralph Holland Collection,galleria-portatile-ralph-holland-l13041,05 JUL 2013
4735,19th Century European Paintings,european-paintings-l13101,23 MAY 2013
4736,British &amp; Irish Art,british-irish-art-l13132,23 MAY 2013
4737,The Orientalist Sale,the-orientalist-sale,23 APR 2013
4738,Mark Birley: The Private Collection,mark-birley-collection,21 MAR 2013
4739,British &amp; Irish Art,british-and-irish-art,13 NOV 2012
4740,The George Daniels Horological Collection,george-daniels-so-l12313,06 NOV 2012
4741,Collections ,collections,27 SEP 2012
4742,British &amp; Irish Art,british-irish-art,10 MAY 2012
4743,The Orientalist Sale,the-orientalist-sale,24 APR 2012
4744,Victorian &amp; Edwardian Art,victorian-edwardian-art,15 NOV 2011
4745,Victorian &amp; Edwardian Art,victorian-edwardian-art-l11132,17 MAY 2011
4746,The Irish Sale,the-irish-sale-l11120,29 MAR 2011
4747,Ashdown House: The Winter Queen and the Earl of Craven,ashdown-house-the-winter-queen-and-the-earl-of-craven-l10312,27 OCT 2010
4748,Chatsworth: The Attic Sale,chatsworth-the-attic-sale-l10309, 05 OCT 2010—07 OCT 2010
4749,The Scottish Sale,the-scottish-sale-l10621,29 SEP 2010
4750,Victorian &amp; Edwardian Art,victorian-edwardian-art-l10132,13 JUL 2010
4751,20th Century British Art,20th-century-british-art-l10141,26 MAY 2010
4752,The Irish Sale,the-irish-sale-l10120,06 MAY 2010
4753,The Scottish Sale,the-scottish-sale-l10131,22 APR 2010
4754,Victorian &amp; Edwardian Art,victorian-edwardian-art-l09688,17 DEC 2009
4755,A Life in Pictures - The Collection of Lord and Lady Attenborough,a-life-in-pictures-the-collection-of-lord-and-lady-attenborough-l09693,11 NOV 2009
4756,The Scottish Sale,the-scottish-sale-l09815,30 SEP 2009
4757,Powderham Castle &amp; Seaton Delaval Hall,powderham-castle-seaton-delaval-hall-l09792,29 SEP 2009
4758,Victorian &amp; Edwardian Art,victorian-edwardian-art-l09687,15 JUL 2009
4759,"19th Century European Paintings including German, Austrian &amp; Central European Paintings, The Orientalist Sale, Spanish Painting and The Scandinavian Sale",19th-century-european-paintings-including-german-austrian-central-european-paintings-the-orientalist-sale-spanish-painting-and-the-scandinavian-sale-l09661,03 JUN 2009
4760,The Irish Sale,the-irish-sale-l09680,07 MAY 2009
4761,Sporting and Marine Art,sporting-and-marine-art-l09681,07 MAY 2009
4762,Scottish Pictures,scottish-pictures-l09686,29 APR 2009
4763,British and Continental Pictures &amp; 20th Century British Art,british-and-continental-pictures-20th-century-british-art-l09695,25 MAR 2009
4764,Victorian &amp; Edwardian Art,victorian-edwardian-art-l08132,09 DEC 2008
4765,Marine Sale,marine-sale-l08135,09 DEC 2008
4766,"A GREAT BRITISH COLLECTION: The pictures collected by Sir David and Lady Scott, sold to benefit the Finnis Scott Foundation",a-great-british-collection-the-pictures-collected-by-sir-david-and-lady-scott-sold-to-benefit-the-finnis-scott-foundation-l08137,19 NOV 2008
4767,British and Continental Pictures,british-and-continental-pictures-l08134,28 OCT 2008
4768,Scottish &amp; Sporting Pictures,scottish-sporting-pictures-l08621,26 AUG 2008
4769,Victorian &amp; Edwardian Art,victorian-edwardian-art-l08131,15 JUL 2008
4770,"European Paintings including German, Austrian &amp; Central European Paintings and The Orientalist Sale",european-paintings-including-german-austrian-central-european-paintings-and-the-orientalist-sale-l08101,30 MAY 2008
4771,The Irish Sale,the-irish-sale-l08120,07 MAY 2008
4772,Sporting Sale,sporting-sale-l08121,07 MAY 2008
4773,Scottish Pictures,scottish-pictures-l08130,01 MAY 2008
4774,British and Continental Pictures,british-and-continental-pictures-l08133,06 MAR 2008
4775,Victorian &amp; Edwardian,victorian-edwardian-l07132,11 DEC 2007
4776,Modern and Contemporary Irish Art,modern-and-contemporary-irish-art-l07625,30 OCT 2007
4777,British &amp; Continental Paintings,british-continental-paintings-l07704,03 OCT 2007
4778,Scottish and Sporting Pictures,scottish-and-sporting-pictures-l07621,29 AUG 2007
4779,Victorian &amp; Edwardian Art,victorian-edwardian-art-l07131,12 JUL 2007
4780,British &amp; Continental Pictures including Sporting and Marine Paintings,british-continental-pictures-including-sporting-and-marine-paintings-w07703,11 JUL 2007
4781,The Sporting Sale including The John Poynton Collection,the-sporting-sale-including-the-john-poynton-collection-l07121,06 JUN 2007
4782,British &amp; Continental Pictures including Greek Art,british-continental-pictures-including-greek-art-w07702,17 MAY 2007
4783,The Irish Sale,the-irish-sale-l07120,09 MAY 2007
4784,British &amp; Continental Paintings,british-continental-paintings-w07701,21 MAR 2007
4785,"The Estate of Christian, Lady Hesketh:Sold by order of her Executors, together with property of the Trustees of the 2nd Baron Hesketh&amp;#39;s Will Trust",the-estate-of-christian-lady-heskethsold-by-order-of-her-executors-together-with-property-of-the-trustees-of-the-2nd-baron-heskeths-will-trust-l07500,07 MAR 2007
4786,Important Watches,important-watches-hk0671,05 OCT 2016
4787,Celebration of the English Watch Part II: John Harrison’s Enduring Discovery,john-harrison-enduring-discovery-l16055,07 JUL 2016
4788,Important Watches,important-watches-n09521,08 JUN 2016
4789,Important Watches,important-watches-ge1601,14 MAY 2016
4790,From Earth to Fire,from-earth-to-fire-l16301,10 MAY 2016
4791,Important Watches,important-watches-hk0636,06 APR 2016
4792,Watches,watches-l16053,08 MAR 2016
4793,"Deborah, Duchess of Devonshire: The Last of the Mitford Sisters",deborah-duchess-devonshire-l16318,02 MAR 2016
4794,"Of Royal and Noble Descent Including Works of Art from Palazzo Sacchetti, Rome",of-royal-and-noble-descent-l16306,19 JAN 2016
4795,The Celebration of the English Watch - Part I David Ramsay and the First Clockmakers' Court,david-ramsay-and-the-first-clockmakers-l15056,15 DEC 2015
4796,Important Watches,important-watches-n09441,10 DEC 2015
4797,Agents of Style: Gentlemen's Accessories,agents-of-style-n09389,30 NOV 2015
4798,Fine Timepieces,fine-timepieces-hk0600,29 NOV 2015
4799,Important Watches,important-watches-ge1504,10 NOV 2015
4800,Important Watches,important-watches-hk0589,06 OCT 2015
4801,Watches,watches-l15053,22 SEP 2015
4802,Important Watches,watches-n09368,11 JUN 2015
4803,"The Duchess Property &amp; Precious Objects from the Estate of Mary, Duchess of Roxburghe",duchess-roxburghe-l15317, 27 MAY 2015—28 MAY 2015
4804,Important Watches,important-watches-ge1501,13 MAY 2015
4805,Important Watches – Including The Dunkel Collection – Swatch &amp; Art,important-watches-hk0569,07 APR 2015
4806,A Private Single Owner Collection of Important Wines &amp; Watches (Watches session),private-collection-of-important-watches-hk0622,07 APR 2015
4807,Important Watches,watches-n09235,10 DEC 2014
4808,Fine Jewels &amp; Jadeite,fine-jewels-jadeite-hk0526,27 NOV 2014
4809,Fine Timepieces,fine-timepieces-hk0538,27 NOV 2014
4810,Important  Watches,important-watches-ge1404,11 NOV 2014
4811,Important Watches,important-watches-hk0532,08 OCT 2014
4812,NIGO® Only Lives Twice,nigo-only-lives-twice-hk0552,07 OCT 2014
4813,Important Watches Including the Titanium Collection,important-watches-n09159,10 JUN 2014
4814,Fine Timepieces,fine-timepieces-hk0531,26 MAY 2014
4815,Important  Watches,important-watches-ge1401,14 MAY 2014
4816,Important Watches,important-watches-hk0530,08 APR 2014
4817,Watches,watches-n09055,10 DEC 2013
4818,Midseason Jewels/Jadeite and Watches,fine-timepieces-and-jewels-hk0479,06 DEC 2013
4819,Important  Watches,important-watches-ge1304,12 NOV 2013
4820,Important Watches,important-watches-hk0476,08 OCT 2013
4821,"Treasures, Princely Taste",treasures-princely-taste-l13303,03 JUL 2013
4822,Important Watches and Clocks,watches-n09002,10 JUN 2013
4823,Important Modern Watches,watches-midseason-sale-hk0450,28 MAY 2013
4824,Important  Watches,important-watches-ge1301,11 MAY 2013
4825,Important Watches including Magnificent Clocks from an Important Private Collection,important-watches-hk0460,07 APR 2013
4826,Important Watches &amp; Clocks,important-watches-n08882,04 DEC 2012
4827,Important Watches,important-watches-ge1204,13 NOV 2012
4828,Treasures of the Qing Court. A Personal Perspective,treasures-of-the-qing-court-a-personal-perspective,07 NOV 2012
4829,The George Daniels Horological Collection,george-daniels-so-l12313,06 NOV 2012
4830,Important Watches,important-watches-hk0389,08 OCT 2012
4831,Important Watches &amp; Clocks,important-watches-n08848,14 JUN 2012
4832,"Watches from the Collection of the Late Reginald H. Fullerton, Jr. and his Grandfather Henry Graves Jr.",so-fullerton-collection-n08909,14 JUN 2012
4833,Important Watches,important-watches,15 MAY 2012
4834,From the Collection of Prince and Princess Henry De la Tour d'Auvergne Lauraguais,from-the-collection-of-prince-and-princess-henry-de-la-tour-dauvergne-lauraguais,03 MAY 2012
4835,Important Watches,important-watches-hk0385,04 APR 2012
4836,Fine Watches,fine-watches,13 DEC 2011
4837,Important Watches &amp; Clocks,important-watches-n08772,06 DEC 2011
4838,Important Watches,important-watches,13 NOV 2011
4839,Important Watches,important-watches-hk0356,06 OCT 2011
4840,Fine Watches,fine-watches-l11053,14 JUL 2011
4841,Important  Watches,important-watches-ge1101,15 MAY 2011
4842,Important Watches &amp; Clocks,important-watches-n08739,13 APR 2011
4843,Important Watches,important-watches-hk0352,07 APR 2011
4844,Fine Watches,fine-watches-l10054,15 DEC 2010
4845,Fine Jewels,fine-jewels-l10052,14 DEC 2010
4846,Magnificent Jewels,magnificent-jewels-n08687,09 DEC 2010
4847,Jewels from the Estate of William B. Dietrich Sold to Benefit the William B. Dietrich Foundation,jewels-from-the-estate-of-william-b-dietrich-sold-to-benefit-the-william-b-dietrich-foundation-n08713,09 DEC 2010
4848,"Important Furniture, Silver and Ceramics",important-furniture-silver-and-ceramics-l10305,07 DEC 2010
4849,Exceptional Jewels and Precious Objects Formerly in the Collection of The Duchess of Windsor,exceptional-jewels-and-precious-objects-formerly-in-the-collection-of-the-duchess-of-windsor-l10055,30 NOV 2010
4850,"Fine Furniture, Tapestries, Silver, Ceramics, Clocks and Rugs",fine-furniture-tapestries-silver-ceramics-clocks-and-rugs-l10303,17 NOV 2010
4851,Important Watches,important-watches-ge1004,14 NOV 2010
4852,Important Watches and Clocks,important-watches-and-clocks-n08671,27 OCT 2010
4853,Important Watches,important-watches-hk0329,06 OCT 2010
4854,Important Jewels,important-jewels-n08667,28 SEP 2010
4855,Fine Watches,fine-watches-l10053,16 JUL 2010
4856,Jewels,jewels-l10051,15 JUL 2010
4857,An Exceptional Eye: A Private British Collection,an-exceptional-eye-a-private-british-collection-l10041,14 JUL 2010
4858,Treasures Aristocratic Heirlooms,treasures-aristocratic-heirlooms-l10307,06 JUL 2010
4859,"The Splendour of Venice, Important Furniture and Old Master Paintings from a Private Collection",the-splendour-of-venice-important-furniture-and-old-master-paintings-from-a-private-collection-l10308,06 JUL 2010
4860,"Important Furniture, Silver and Ceramics",important-furniture-silver-and-ceramics-l10304,06 JUL 2010
4861,Important  Watches,important-watches-ge1001,09 MAY 2010
4862,Defining an Era: The Collection of the Late Francis Egerton and Peter Maitland,defining-an-era-the-collection-of-the-late-francis-egerton-and-peter-maitland-l10502,28 APR 2010
4863,"Fine Furniture, Tapestries, Ceramics, Clocks, Silver &amp; Carpets",fine-furniture-tapestries-ceramics-clocks-silver-carpets-l10301,27 APR 2010
4864,Magnificent Jewels,magnificent-jewels-n08629,20 APR 2010
4865,Always in Style: 150 Years of Artistic Jewels,always-in-style-150-years-of-artistic-jewels-n08626,20 APR 2010
4866,Important Watches,important-watches-n08631,19 APR 2010
